journal_id,MeSH
3765,"Plants, Medicinal"
3766,Pigmentation
3766,Melanoma
3767,Pituitary Diseases
3767,Pituitary Gland
3767,Pituitary Hormones
3768,Placenta
3769,Cell Physiological Phenomena
3769,Plant Physiological Phenomena
3770,"Gene Expression Regulation, Plant"
3770,Plant Development
3770,Plant Proteins
3770,Plants/genetics
3771,Plants
3771,Biotechnology
3772,Plant Physiological Phenomena
3772,Plant Structures/genetics
3772,Plant Structures/anatomy & histology
3773,Plant Diseases
3774,Nutritive Value
3774,"Plants, Edible"
3775,Plants
3775,Molecular Biology
3775,Genetic Engineering
3776,Plants
3777,Plant Physiological Phenomena
3777,Plants/chemistry
3778,Plant Physiological Phenomena
3778,"Plants, Genetically Modified"
3778,Reproduction
3778,Genetic Phenomena
3779,Genomics
3779,Plant Physiological Phenomena
3779,Biochemical Phenomena
3780,Signal Transduction
3780,Plant Physiological Phenomena
3781,Plant Physiological Phenomena
3781,Plant Cells
3782,Botany
3783,Biological Products
3783,"Plants, Medicinal"
3784,Plasmids
3784,Extrachromosomal Inheritance
3784,"Translocation, Genetic"
3785,"Surgery, Plastic"
3786,"Surgery, Plastic"
3786,Perioperative Nursing
3787,Blood Platelets
3788,Medicine
3788,Science
3789,Lung Diseases
3789,Thoracic Diseases
3789,Tuberculosis
3790,Internal Medicine
3791,Microbiology
3792,Pathology
3793,Animal Diseases
3793,Veterinary Medicine
3794,Behavior
3794,Politics
3794,Biology
3795,General Surgery
3796,Disease Management
3797,Health Status Indicators
3797,Health Status
3797,Biometry
3798,Demography
3799,Biochemistry
3800,Medicine
3801,Medicine
3802,Poultry Diseases
3802,Poultry
3803,Radiation Oncology
3803,Neoplasms/radiotherapy
3804,Medicine
3805,Child Psychiatry
3805,"Psychology, Child"
3806,"Hypertension, Pregnancy-Induced"
3807,Disasters
3807,Emergency Medical Services
3807,Emergencies
3808,Emergencies
3808,Emergency Medical Services
3809,Prenatal Diagnosis
3810,Biotechnology/methods
3810,Biochemistry/methods
3811,Medicine
3811,General Surgery
3812,Chronic Disease
3812,Public Health
3812,United States
3812,Health Promotion
3812,Primary Prevention
3813,Primary Prevention
3814,Preventive Medicine
3815,Animal Diseases/prevention & control
3815,Veterinary Medicine
3816,Medicine
3816,Primary Health Care
3817,Primary Health Care
3817,Diabetes Mellitus
3818,Health Services Research
3818,Primary Health Care
3819,Primates
3820,Prions
3820,Protein Folding
3821,Anti-Bacterial Agents
3821,Probiotics
3822,History of Medicine
3822,Public Health
3822,Russia
3823,Biomedical Engineering
3824,Biological Science Disciplines
3824,Science
3825,Science
3826,Science
3826,Biology
3827,Patient Care Planning/organization & administration
3827,Managed Care Programs/organization & administration
3827,Case Management/organization & administration
3828,Excipients/analysis
3828,Excipients/chemistry
3828,Pharmaceutical Preparations/analysis
3828,Pharmaceutical Preparations/chemistry
3829,Urologic Diseases
3830,Allergy and Immunology
3830,Immunochemistry
3830,Immunity
3830,Immunotherapy
3830,Immune System Diseases
3831,Molecular Biology
3831,Biophysics
3832,Research
3832,Neurology
3832,Brain
3833,Cardiovascular Diseases
3834,Medically Underserved Area
3834,Community Networks
3834,Community Health Services
3835,Lipids
3836,"Chemistry, Pharmaceutical"
3837,Biochemistry
3837,Molecular Biology
3838,Molecular Biology
3838,Nucleic Acids
3839,Psychopharmacology
3839,Psychiatry
3840,Neurology
3841,Neurosurgery
3842,Magnetic Resonance Spectroscopy
3843,Orthodontics
3844,Eye Diseases
3844,Eye
3844,Retina
3845,"Chemistry, Organic"
3846,Tissue Donors
3846,Tissue and Organ Procurement
3846,Transplantation
3847,Neoplasms
3848,Cell Communication
3848,Prostaglandins
3848,Lipid Metabolism
3849,"Fatty Acids, Unsaturated"
3850,Prostatic Neoplasms
3850,Prostatic Diseases
3851,Prostheses and Implants
3851,Orthotic Devices
3852,Cell Physiological Phenomena
3852,Cells
3852,Proteins
3853,Peptides
3853,Proteins
3854,Protein Engineering
3855,Proteins/isolation & purification
3855,Proteins
3855,Gene Expression Regulation
3856,Proteins
3857,Proteins
3858,Genome
3858,Proteins/genetics
3858,Proteome
3859,Proteomics
3860,Eukaryota
3861,Cells/ultrastructure
3861,Cell Physiological Phenomena
3862,Psychology
3862,Mental Disorders
3863,Psychology
3864,Mental Disorders
3865,Psychiatry
3866,Mental Disorders/genetics
3866,"Genetics, Behavioral"
3866,Genetics
3866,Brain/abnormalities
3867,Mental Disorders/rehabilitation
3867,Mental Health Services
3868,Mental Disorders
3868,Community Psychiatry
3868,Mental Health Services
3869,Psychiatry
3870,Psychiatry
3871,Psychiatry
3871,Neurosciences
3872,Psychiatry
3873,Psychiatry
3873,Diagnostic Imaging
3874,Neoplasms/psychology
3875,Psychoanalysis
3876,Geriatric Psychiatry
3877,Personality Assessment
3877,Psychological Tests
3877,Mental Disorders/diagnosis
3878,Psychology
3879,"Psychology, Clinical"
3880,Psychology/methods
3881,Psychiatry
3881,Psychology
3882,Learning
3882,Communication
3882,Perception
3882,Psychology
3883,Psychology
3884,Psychology
3885,"Psychology, Applied"
3886,Mental Disorders/therapy
3886,Mental Health Services
3887,"Stress Disorders, Post-Traumatic"
3888,Attitude to Health
3888,Psychology
3888,Public Opinion
3889,Aging
3889,Aged/psychology
3890,Psychotherapy
3890,Psychological Theory
3890,Mental Disorders
3891,Behavior Therapy
3891,Substance-Related Disorders/psychology
3892,Disease/psychology
3892,"Psychology, Medical"
3892,Therapeutics/psychology
3892,Behavioral Medicine
3893,Psychometrics
3894,Endocrinology
3894,Neurology
3894,Psychiatry
3895,Psychology
3895,Psychophysiology
3895,"Psychology, Experimental"
3896,Psychopathology
3897,Psychopharmacology
3898,Psychopharmacology
3899,Psychophysiology
3900,Psychosomatic Medicine
3901,Psychosomatic Medicine
3902,"Psychology, Clinical"
3902,Psychotherapy
3902,Psychosomatic Medicine
3903,Psychotherapy
3904,Psychotherapy
3904,Psychosomatic Medicine
3905,Psychotherapy
3906,Public Health
3907,Genomics
3907,Public Health
3908,Public Health Nursing
3909,Diet
3909,Health Promotion
3909,Nutritional Physiological Phenomena
3909,Public Health
3910,Public Health
3910,United States
3911,Public Health
3911,New South Wales
3911,Epidemiology
3912,Technology
3912,Science
3913,Medicine
3914,Lung Diseases
3915,Lung Diseases/drug therapy
3915,Lung Diseases/therapy
3916,Respiratory Tract Diseases
3917,Signal Transduction
3917,"Receptors, Purinergic"
3918,Clinical Medicine
3919,Research Design
3919,Health Services Research/methods
3919,Evaluation Studies as Topic
3920,"Quality Assurance, Health Care/organization & administration"
3920,Quality of Health Care/organization & administration
3921,Therapeutics
3921,Rehabilitation
3921,Quality of Life
3922,"Psychology, Comparative"
3922,Psychophysiology
3922,"Psychology, Experimental"
3923,Biophysics
3924,Dentistry
3925,Rheumatic Diseases
3926,RNA
3927,Molecular Biology
3927,RNA
3928,Environment
3928,Radiation
3928,Biophysics
3929,Radiation Oncology
3930,Radiation Monitoring
3930,Radiation Protection
3931,Research
3931,Radiation
3932,Radiography
3932,Radiology
3933,Neoplasms
3933,Diagnostic Imaging
3933,Radiotherapy
3934,Radiology
3935,Radiology
3936,"Technology, Radiologic"
3937,Health Physics
3937,"Technology, Radiologic"
3938,Radiology
3939,Neoplasms
3939,Radiography
3939,Radiotherapy
3940,Radiotherapy
3940,Medical Oncology
3940,Neoplasms/radiotherapy
3941,Mass Spectrometry
3942,Neoplasms/drug therapy
3942,Patents as Topic
3942,Antineoplastic Agents
3943,Inflammation/drug therapy
3943,Patents as Topic
3943,Hypersensitivity/drug therapy
3944,Nanotechnology
3945,Research
3945,Neoplasms
3946,Nursing Research
3947,Oxidative Stress
3947,Medicine
3947,Free Radicals
3947,Oxidation-Reduction
3947,Biology
3948,Oxidation-Reduction
3948,Oxidative Stress
3948,Peroxidases
3948,Medicine
3948,Free Radicals
3948,Biology
3949,Regenerative Medicine
3949,Stem Cells
3950,Pain Management
3950,"Anesthesia, Conduction"
3951,Pharmacology/standards
3951,Toxicology
3951,Pharmacology
3951,Toxicology/standards
3952,Nursing
3952,Rehabilitation
3953,"Adaptation, Psychological"
3953,Rehabilitation
3953,Psychology
3953,Disabled Persons
3954,Aging/physiology
3954,Rejuvenation
3954,Longevity
3955,Uremia
3955,Acute Kidney Injury
3956,Physics
3957,Fertility
3957,Reproductive Medicine
3958,"Animals, Domestic"
3958,Reproduction
3958,Breeding
3959,Fetal Development
3959,Reproduction
3959,Fertility
3959,Embryonic Development
3960,Biology
3960,Reproduction
3961,Endocrine System/physiology
3961,Reproduction
3961,Endocrine System Diseases
3962,Reproduction
3962,Reproductive Medicine/legislation & jurisprudence
3963,Contraception
3963,Reproductive Medicine
3964,Reproduction
3965,Environmental Pollutants/adverse effects
3965,Toxicology
3965,Reproduction/drug effects
3966,Nursing Research
3966,Nursing
3967,Disabled Persons
3967,Intellectual Disability/rehabilitation
3967,Developmental Disabilities
3968,Geriatric Nursing
3969,Microbiology
3970,Nursing
3970,Research
3970,Nursing Care
3970,Health
3971,Pharmacy
3971,Pharmacy Administration
3971,Community Pharmacy Services
3972,Athletic Injuries
3972,Exercise
3972,Sports Medicine
3973,Veterinary Medicine
3974,Geriatrics
3975,Dancing
3975,Recreation
3975,Physical Education and Training
3975,Health Education
3976,Meta-Analysis as Topic
3976,Research Design
3977,Thoracic Diseases
3977,Respiration
3978,Respiratory Therapy
3979,Respiratory Physiological Phenomena
3979,Lung Diseases
3979,Respiratory Tract Diseases
3979,Asian Continental Ancestry Group
3979,Genomics
3980,Respiratory Tract Diseases
3981,Respiratory Physiological Phenomena
3981,Neurobiology
3982,Respiratory Physiological Phenomena
3982,Respiratory System
3982,Respiration
3982,Respiratory Tract Diseases
3983,Respiratory System
3983,Respiratory Tract Diseases
3984,Neurosciences
3984,Nervous System Diseases/therapy
3984,Nervous System Diseases/rehabilitation
3985,Cell Differentiation
3986,Resuscitation
3987,Vitreous Body
3987,Retinal Diseases
3988,Retroviridae
3988,Retroviridae Infections
3989,Rheumatic Diseases
3990,Rheumatic Diseases
3991,Cardiovascular Diseases/diagnosis
3991,Cardiovascular Diseases/therapy
3992,Endocrine System Diseases
3992,Metabolic Diseases
3993,Viruses
3993,Virus Diseases
3994,Neurosciences
3995,Food Contamination
3995,Food Additives
3995,Environmental Pollution
3995,Pesticide Residues
3996,Biochemistry
3996,Pharmacology
3996,Physiology
3997,Environmental Health
3998,Clinical Trials as Topic
3999,Microbiology
4000,Clinical Medicine
4000,Critical Care
4001,Anesthesiology
4002,Nursing
4003,"Genital Diseases, Female"
4003,Obstetrics
4004,"Parasitic Diseases, Animal"
4005,Psychiatry
4005,Mental Disorders/therapy
4006,Communicable Diseases
4007,Pediatrics
4008,Internal Medicine
4009,Medicine
4010,Nursing
4010,"Education, Nursing"
4011,Tropical Medicine
4012,Gastroenterology
4013,Medicine
4013,Nutrition Disorders
4014,Neurology
4015,Mental Disorders
4016,Public Health
4017,Tropical Medicine
4018,Analgesia
4018,Anesthesiology
4019,Cardiovascular Diseases
4020,Digestive System Diseases
4021,Nuclear Medicine
4021,Diagnostic Imaging
4022,Drug Therapy
4023,Spain
4023,Public Health
4024,Spain
4024,Mycoses
4024,Mycology
4024,Fungi
4025,Sexuality
4025,Andrology
4025,Male Urogenital Diseases
4026,Nursing
4027,Medicine
4028,Cardiology
4029,Public Health
4029,Epidemiology
4030,Science/history
4030,History of Medicine
4031,Respiratory Tract Diseases
4031,Tuberculosis
4032,Medicine
4033,Neurology
4034,Communicable Diseases/veterinary
4034,Veterinary Medicine
4034,Disease Outbreaks/veterinary
4035,Rheumatology
4036,Rheumatic Diseases
4037,Rheumatology
4038,Nose
4038,Nose Diseases
4039,Medicine
4040,Financial Management
4040,Probability
4040,Evaluation Studies as Topic
4040,Risk Management
4040,Risk
4041,Biology
4042,Psychiatry
4043,Radiography
4043,Diagnostic Imaging
4044,Internal Medicine
4045,Embryology
4045,Pathology
4045,Cell Biology
4046,Rural Health
4047,Acquired Immunodeficiency Syndrome
4047,HIV Infections
4047,Socioeconomic Factors
4048,Structure-Activity Relationship
4048,Environmental Pollutants/analysis
4048,Environment
4049,Drug Discovery
4049,Molecular Targeted Therapy
4049,"Technology, Pharmaceutical"
4050,Informatics
4050,Miniaturization
4050,"Automation, Laboratory"
4051,Public Health
4051,Social Medicine
4052,Epidemiologic Methods
4052,Public Health
4052,Social Medicine
4052,Delivery of Health Care
4052,Epidemiologic Measurements
4052,Mexico
4053,Community Mental Health Services
4053,Psychiatry
4054,Public Health
4055,Medicine
4055,Science
4056,Gastrointestinal Diseases
4057,Kidney Diseases
4057,Kidney Transplantation
4058,Medicine
4059,Cardiovascular Diseases
4060,Cardiovascular Diseases
4061,Therapeutics
4061,Nursing
4062,Research
4063,Clinical Laboratory Techniques
4064,Gastroenterology
4065,Gastroenterology
4066,Allergy and Immunology
4067,Athletic Injuries
4067,Sports Medicine
4067,Sports
4068,Occupational Therapy
4069,Pain
4069,Pain Management
4069,Palliative Care
4070,Primary Health Care
4071,Psychology
4072,Public Health
4072,Social Medicine
4072,Finland/epidemiology
4072,Iceland/epidemiology
4072,Scandinavian and Nordic Countries/epidemiology
4073,Rheumatic Diseases
4073,Arthritis
4074,Rheumatic Diseases
4074,Arthritis
4075,"Surgical Procedures, Operative"
4075,General Surgery
4076,Wounds and Injuries
4076,Emergency Medicine
4077,Urologic Surgical Procedures
4077,Urologic Diseases
4077,Urogenital Neoplasms
4078,Occupational Medicine
4078,Occupational Health Services
4078,Environmental Health
4079,Optics and Photonics
4079,"Microscopy, Electron, Scanning"
4080,Schizophrenia
4081,Schizophrenia
4082,Pain
4083,"Psychology, Educational"
4084,Veterinary Medicine
4085,Medicine
4085,Clinical Medicine
4086,Jurisprudence
4086,Forensic Medicine
4087,Science
4088,Biological Science Disciplines
4089,Biological Science Disciplines
4090,Research
4090,"Ethics, Professional"
4090,Science
4090,Engineering
4090,Ethics
4091,Immune System Diseases
4091,Immune System Phenomena
4092,Science
4093,Research
4093,Science
4094,Robotics
4095,Signal Transduction
4096,Translational Medical Research
4097,Technology
4097,Science
4098,Information Storage and Retrieval
4098,Data Mining
4098,Data Collection/methods
4099,Natural Science Disciplines
4100,Medicine
4101,Chromatography
4101,Electrophoresis
4102,Epilepsy
4102,Seizures
4103,Arthritis
4103,Rheumatic Diseases
4104,Neoplasms
4105,Anesthetics
4105,Anesthesia
4105,Cardiovascular Surgical Procedures/methods
4105,Thoracic Surgical Procedures/methods
4106,Developmental Biology
4106,Cells
4107,Diagnosis
4107,Pathology
4107,"Pathology, Surgical"
4108,Dialysis
4108,Renal Dialysis
4109,Fetal Diseases
4109,"Infant, Newborn, Diseases"
4109,Infant Care
4110,Hematology
4111,Allergy and Immunology
4111,Immunity
4112,Immune System Diseases
4112,Allergy and Immunology
4113,Liver Diseases
4114,Athletic Injuries/diagnosis
4114,Musculoskeletal Diseases/diagnosis
4115,Nephrology
4116,Neurology
4117,Nuclear Medicine
4118,Neoplasms
4119,Oncology Nursing
4120,Ophthalmology
4121,Infant
4121,Child
4121,Nervous System Diseases
4122,Child
4122,Infant
4122,"Surgical Procedures, Operative"
4123,Perinatology
4124,Neoplasms/radiotherapy
4125,Reproductive Medicine
4126,Critical Care
4126,Respiratory System
4126,Respiratory Tract Diseases
4127,Radiography
4128,Language Disorders
4128,Speech Disorders
4129,Thoracic Surgery
4129,Cardiovascular Surgical Procedures
4130,Hemostasis
4130,Thrombosis
4131,Magnetic Resonance Imaging
4131,"Tomography, X-Ray Computed"
4131,Ultrasonography
4132,Vascular Surgical Procedures
4133,Biosensing Techniques
4134,Reproductive Physiological Phenomena
4134,Reproductive Health Services
4134,Sexually Transmitted Diseases
4135,Sex Offenses
4135,"Child Abuse, Sexual"
4136,Sex Differentiation
4136,Sex Determination Processes
4137,HIV Infections
4137,Pregnancy in Adolescence
4137,Reproductive Medicine
4137,Sexual Behavior
4137,Sexually Transmitted Diseases
4138,"Sexual Dysfunction, Physiological"
4139,Sexually Transmitted Diseases
4140,Sexually Transmitted Diseases
4140,HIV Infections
4141,Physiology
4142,Biotechnology
4143,Biomedical Engineering
4144,Shock
4145,Food Analysis
4145,Food Additives/analysis
4145,Food Additives
4145,Food Microbiology
4146,Molecular Targeted Therapy
4146,Signal Transduction
4147,Patient Simulation
4148,Medicine
4149,"Muscle, Skeletal"
4150,Bone Diseases/diagnostic imaging
4150,Bone and Bones/diagnostic imaging
4150,Radiography
4151,Skin Diseases/physiopathology
4151,Skin Diseases/drug therapy
4151,Skin/drug effects
4151,Skin Physiological Phenomena
4152,Skin Physiological Phenomena
4152,Diagnostic Imaging
4152,Biomedical Engineering
4152,Skin Diseases
4153,Sleep
4153,Sleep Wake Disorders
4154,Sleep Wake Disorders
4154,Respiration Disorders
4155,Sleep
4156,Sleep Wake Disorders
4156,Sleep
4157,Sleep Wake Disorders
4158,Sleep Wake Disorders
4159,Miniaturization
4159,Nanotechnology
4160,GTP Phosphohydrolases
4160,Cell Physiological Phenomena
4161,Cognitive Science
4161,Social Behavior
4161,Neurosciences
4162,Cognitive Science
4162,"Psychology, Social"
4162,Neuropsychology
4163,Mental Disorders
4163,Epidemiology
4163,Community Psychiatry
4164,Social Medicine
4164,Sociology
4165,Behavioral Sciences
4165,Social Sciences
4166,Technology
4166,Science
4167,Social Medicine
4167,Social Work
4167,"Social Work, Psychiatric"
4168,Social Work
4168,"Social Work, Psychiatric"
4169,Public Policy
4169,Social Work
4169,Health Policy
4170,"Sociology, Medical"
4171,Physics
4171,Chemistry
4172,Biocompatible Materials
4172,Technology
4172,Robotics
4173,Pediatrics
4173,Child Care
4173,Pediatric Nursing
4174,Nursing
4174,Medicine
4175,Magnetic Resonance Spectroscopy
4176,Sensory Receptor Cells
4176,Sensation
4176,Psychomotor Performance
4177,Clinical Medicine
4177,Family Practice
4178,General Surgery
4179,Medicine
4180,General Surgery
4180,Medicine
4181,Epidemiologic Methods
4181,Statistics as Topic/methods
4181,Geographic Information Systems
4182,"Dental Service, Hospital"
4182,Geriatric Dentistry
4182,Dental Care for Disabled
4183,Molecular Biology
4183,Spectrum Analysis
4184,Spinal Cord Diseases
4184,Quadriplegia
4184,Paraplegia
4184,Spinal Cord Injuries
4185,Spine
4185,Spinal Diseases
4186,Biomechanical Phenomena
4186,Sports/physiology
4187,Athletic Injuries
4187,Musculoskeletal Physiological Phenomena
4187,Physical Education and Training
4188,Physical Exertion
4188,Sports Medicine
4189,Athletic Injuries
4189,Arthroscopy
4190,Athletic Injuries
4191,Biomechanical Phenomena
4191,Wounds and Injuries
4191,"Accidents, Traffic"
4192,Genetics
4192,Molecular Biology
4192,Statistics as Topic
4193,Statistics as Topic/methods
4193,Review Literature as Topic
4193,Research
4194,Biometry
4194,Medicine
4194,Statistics as Topic
4195,Stem Cells
4196,Stem Cells
4197,Stem Cells
4198,Stem Cells
4199,Stem Cells
4200,Stem Cells
4200,Hematopoietic Stem Cell Transplantation
4201,Stem Cells
4201,Translational Medical Research
4202,Stereotaxic Techniques
4202,Neurosurgical Procedures
4203,Steroids
4204,Strabismus
4205,Medical Oncology
4205,Radiotherapy
4206,"Stress, Physiological"
4206,Biology
4207,Health
4207,Medicine
4207,"Stress, Physiological"
4207,"Stress, Psychological"
4208,Cerebrovascular Disorders
4208,Cerebrovascular Circulation
4209,Stroke
4209,Nervous System Diseases
4209,Cardiovascular Diseases
4210,Protein Engineering
4210,Molecular Sequence Data
4210,Protein Folding
4210,Cells/ultrastructure
4210,Molecular Biology
4210,Protein Conformation
4210,Molecular Structure
4211,Population
4211,Family Planning Services
4212,Medical Informatics
4212,Biomedical Technology
4213,Sociology
4213,Philosophy
4213,Ethics
4213,Biological Science Disciplines/history
4214,Science/history
4214,Science
4215,Biochemistry
4215,Cell Biology
4215,Subcellular Fractions
4216,"Education, Medical"
4216,Substance-Related Disorders
4217,Substance-Related Disorders/prevention & control
4217,Substance-Related Disorders/therapy
4217,Public Policy
4218,Substance-Related Disorders
4218,"Behavior, Addictive"
4219,Suicide
4219,Behavior
4220,Neoplasms/therapy
4220,Social Support
4220,Palliative Care
4221,General Surgery
4222,"Obesity, Morbid/surgery"
4222,Digestive System Surgical Procedures
4222,Bariatrics
4223,General Surgery
4224,Anatomy
4224,Radiography
4224,General Surgery
4225,Ultrasonography
4225,Endoscopy
4226,Surgical Wound Infection
4226,Infection Control/methods
4227,Diffusion of Innovation
4227,Minimally Invasive Surgical Procedures
4227,"Surgical Procedures, Operative"
4228,Endoscopy
4228,Laparoscopy
4229,Neoplasms/surgery
4230,Neoplasms/surgery
4231,General Surgery/trends
4231,Surgical Equipment
4231,Surgical Instruments
4231,"Surgical Procedures, Operative/methods"
4232,Ophthalmology
4233,Clinical Medicine
4233,Medicine
4234,Synapses
4235,Microbiology
4236,Biology/classification
4236,Biology
4237,Parasitology
4238,Meta-Analysis as Topic
4238,Systematic Reviews as Topic
4238,Research Design
4239,Reproductive Medicine
4239,Systems Biology
4240,Genetics
4241,"Genital Diseases, Female"
4241,Pregnancy Complications
4242,"Chemistry Techniques, Analytical"
4243,Neoplasms
4244,"Education, Medical"
4245,Colonic Diseases
4245,Rectal Diseases/surgery
4245,Colonic Diseases/surgery
4245,Colorectal Surgery
4245,Rectal Diseases
4246,Arm/surgery
4246,Hand/surgery
4247,"Surgical Procedures, Operative/methods"
4247,Vascular Diseases/surgery
4247,"Radiology, Interventional/methods"
4248,Technology
4249,Biomedical Engineering
4249,Biomedical Technology
4250,Biomedical Technology
4250,Research
4250,Neoplasms/therapy
4251,Telemedicine
4252,Therapeutics
4253,Cardiology
4254,Medicine
4255,Drug Therapy
4255,"Technology, Pharmaceutical"
4255,Pharmaceutical Preparations
4256,Alkaloids
4257,Skin Diseases/pathology
4258,Acupuncture Therapy
4258,Herbal Medicine
4258,"Medicine, East Asian Traditional"
4259,Bioethics
4260,Cardiology
4261,Clinical Medicine
4262,Hypnosis
4263,Nutritional Physiological Phenomena
4264,Alcoholism
4264,Substance-Related Disorders
4265,Emergency Medicine
4266,Forensic Medicine
4266,Pathology
4267,Gastroenterology
4268,Aged
4268,Mental Disorders
4269,Terminal Care
4269,Hospices
4269,Palliative Care
4270,Managed Care Programs
4270,United States
4270,Delivery of Health Care
4271,Medicine
4272,Nursing
4273,Occupational Therapy
4274,"Psychology, Child"
4274,Mental Health
4274,Child Psychiatry
4275,Pathology
4276,Psychiatry
4277,Sports Medicine
4278,"Pathology, Surgical"
4279,Medicine
4280,Tropical Medicine
4281,"Behavior, Addictive/therapy"
4281,Substance-Related Disorders/therapy
4282,Biology
4282,Science
4283,Psychology
4284,General Surgery
4285,"Chemistry Techniques, Analytical"
4286,Orthodontics
4287,Otolaryngology
4288,Drug Therapy
4289,Thoracic Diseases
4290,Dermatology
4291,Gynecology
4291,Obstetrics
4292,Psychiatry
4293,Australia
4293,Rural Health
4294,Psychology
4294,Neurology
4294,Behavioral Sciences
4294,Cognition
4295,Biochemistry
4296,Biology
4296,Marine Biology
4297,Communicable Diseases
4298,"Psychology, Clinical"
4299,Syphilis
4299,Dermatology
4300,Human Development
4300,Psychology
4301,"Psychology, Educational"
4302,Family Practice
4303,Psychology
4304,Nutritional Physiological Phenomena
4305,Ophthalmology
4306,"Surgery, Oral"
4306,Maxilla/surgery
4306,Face/surgery
4307,Psychiatry
4308,Psychiatry
4308,Mental Disorders
4309,Radiology
4310,"Psychology, Social"
4311,Sociology
4312,General Surgery
4313,Dentistry
4314,Genetic Research
4314,Gene Editing
4314,Clustered Regularly Interspaced Short Palindromic Repeats
4315,Cardiology
4316,Nervous System Diseases
4317,Canada
4317,Nursing Research
4318,Urologic Diseases
4319,Veterinary Medicine
4320,Medicine
4321,Oral Medicine
4321,Mouth Diseases/therapy
4322,Physiology
4323,Skull/abnormalities
4323,Cleft Lip
4323,Cleft Palate
4323,Facial Bones/abnormalities
4324,Pain
4325,Neuropsychology
4326,Evidence-Based Medicine
4326,Randomized Controlled Trials as Topic
4326,Research Design
4326,Research
4327,Diabetes Mellitus
4328,Molecular Biology
4329,Enzymes
4330,Contraception
4330,Reproductive Medicine
4331,Family Practice
4332,Drug Industry/economics
4332,Delivery of Health Care/economics
4332,"Economics, Medical"
4332,Europe
4333,Nervous System
4333,Neurosciences
4333,Neurons
4334,Dental Prosthesis
4334,"Dental Restoration, Permanent"
4334,Prosthodontics
4334,"Dental Restoration, Temporary"
4334,"Dentistry, Operative"
4335,Physics
4336,Respiratory Tract Diseases
4336,Respiration
4337,Biochemistry
4337,Molecular Biology
4338,Geriatrics
4339,"Ethics, Medical"
4340,Environmental Microbiology
4340,Microbiology
4340,Ecology
4340,Environmental Health
4341,Medicine
4342,Artificial Organs
4343,"Receptors, Cell Surface"
4343,Immunologic Techniques
4343,"Cell Transformation, Neoplastic"
4343,"Antigens, Neoplasm/analysis"
4343,Histocytochemistry
4344,Hypnosis
4345,Biology
4345,Embryology
4345,Growth
4346,Feeding and Eating Disorders
4347,Health Planning
4347,Delivery of Health Care/organization & administration
4348,Neurology
4349,Prosthodontics
4349,Dental Implantation
4349,Maxillofacial Prosthesis
4350,"Dental Restoration, Permanent"
4350,"Dental Restoration, Temporary"
4350,Periodontics
4351,Pharmacy
4351,Drug Therapy
4351,Pharmaceutical Preparations
4352,"Technology, Dental/instrumentation"
4352,Dentures
4353,Psychoanalysis
4354,Risk Management
4354,Decision Making
4354,Jurisprudence
4354,"Quality Assurance, Health Care"
4354,Therapeutics/adverse effects
4355,"Social Work, Psychiatric"
4356,Substance-Related Disorders
4356,Public Policy
4356,Drug and Narcotic Control
4356,"Legislation, Drug"
4357,Clinical Medicine
4358,Adolescent Medicine
4359,Allergy and Immunology
4359,Hypersensitivity
4360,Ambulatory Care/organization & administration
4361,Psychoanalysis
4362,Ecology
4362,Zoology
4363,Anti-Bacterial Agents
4364,Drug Therapy
4364,Anti-Infective Agents/therapeutic use
4365,"Psychology, Applied"
4366,Arthroplasty
4367,Asthma
4368,Biochemistry
4369,General Surgery
4369,Orthopedics
4370,Cardiovascular Diseases/nursing
4371,Cardiovascular Diseases/surgery
4372,Cell Biology
4373,Chemistry
4373,Physics
4374,Dentistry
4375,Metabolism
4375,Endocrinology
4376,"Ethics, Medical"
4377,Medicine
4378,Pediatric Dentistry
4379,Psychiatry
4380,Neurology
4381,Allied Health Personnel/education
4381,"Education, Continuing"
4381,Health Occupations/education
4382,Skull/surgery
4382,Face/surgery
4382,Facial Bones/surgery
4382,"Surgery, Plastic"
4383,Dairying
4383,Dairy Products
4384,Skin Diseases/drug therapy
4384,Skin Diseases/therapy
4385,Dermatology
4386,Emergency Medicine
4387,Endocrinology
4388,Eukaryotic Cells/microbiology
4388,Eukaryota
4389,Biology
4390,Medicine
4390,Research
4391,Family Practice
4392,Ankle/surgery
4392,Foot/surgery
4393,Aging
4393,Frail Elderly
4394,Microbiology
4395,Physiology
4396,Psychology
4397,Virology
4398,"Psychology, Comparative"
4398,Ethology
4398,"Psychology, Child"
4399,Hand/surgery
4400,Hand/surgery
4400,Periodicals as Topic
4401,Craniocerebral Trauma/rehabilitation
4402,Lung Transplantation
4402,Heart Transplantation
4403,Heart Valve Diseases
4404,Genetics
4405,Cross Infection
4405,Cross Infection/prevention & control
4406,Bacterial Infections
4406,Communicable Diseases
4407,Communicable Diseases
4408,Research
4408,Pharmacology
4408,Medicine
4409,Cardiovascular Diseases/diagnosis
4409,Cardiovascular Diseases/therapy
4410,Dermatology
4411,Otolaryngology
4412,Delivery of Health Care
4412,"Ethics, Medical"
4412,Jurisprudence
4412,"Legislation, Medical"
4412,Medicine
4412,Nursing
4413,Jurisprudence
4413,Forensic Medicine
4414,"Manipulation, Orthopedic"
4415,Bioethics
4415,Humanities
4415,"Ethics, Medical"
4416,"Ethics, Medical"
4416,"Philosophy, Medical"
4417,Membranes
