journal_id,journal
3603,Osteoporosis international : a journal established as result of cooperation between the European Foundation for Osteoporosis and the National Osteoporosis Foundation of the USA
3604,Otolaryngologia polska = The Polish otolaryngology
3605,Otolaryngologic clinics of North America
3606,Otolaryngology--head and neck surgery : official journal of American Academy of Otolaryngology-Head and Neck Surgery
3607,"Otology & neurotology : official publication of the American Otological Society, American Neurotology Society [and] European Academy of Otology and Neurotology"
3608,Oxidative medicine and cellular longevity
3609,PDA journal of pharmaceutical science and technology
3610,PET clinics
3611,PLoS biology
3612,PLoS computational biology
3613,PLoS genetics
3614,PLoS medicine
3615,PLoS neglected tropical diseases
3616,PLoS pathogens
3617,"PM & R : the journal of injury, function, and rehabilitation"
3618,Pacific Symposium on Biocomputing. Pacific Symposium on Biocomputing
3619,Pacing and clinical electrophysiology : PACE
3620,Paediatric anaesthesia
3621,Paediatric and perinatal epidemiology
3622,Paediatric drugs
3623,Paediatric respiratory reviews
3624,Paediatrics and international child health
3625,Pain
3626,Pain management
3627,Pain management nursing : official journal of the American Society of Pain Management Nurses
3628,"Pain medicine (Malden, Mass.)"
3629,Pain physician
3630,Pain practice : the official journal of World Institute of Pain
3631,Pain research & management
3632,Pakistan journal of pharmaceutical sciences
3633,Palliative & supportive care
3634,Palliative medicine
3635,Pancreas
3636,Pancreatology : official journal of the International Association of Pancreatology (IAP) ... [et al.]
3637,Panminerva medica
3638,"Papillomavirus research (Amsterdam, Netherlands)"
3639,"Parasite (Paris, France)"
3640,Parasite immunology
3641,Parasites & vectors
3642,Parasitology
3643,Parasitology international
3644,Parasitology research
3645,Parkinsonism & related disorders
3646,Particle and fibre toxicology
3647,"Pathobiology : journal of immunopathology, molecular and cellular biology"
3648,Pathogens and disease
3649,Pathogens and global health
3650,Pathologica
3651,Pathology
3652,Pathology international
3653,Pathology oncology research : POR
3654,"Pathology, research and practice"
3655,Patient education and counseling
3656,Pediatric allergy and immunology : official publication of the European Society of Pediatric Allergy and Immunology
3657,Pediatric and developmental pathology : the official journal of the Society for Pediatric Pathology and the Paediatric Pathology Society
3658,Pediatric annals
3659,Pediatric blood & cancer
3660,Pediatric cardiology
3661,Pediatric clinics of North America
3662,Pediatric critical care medicine : a journal of the Society of Critical Care Medicine and the World Federation of Pediatric Intensive and Critical Care Societies
3663,Pediatric dentistry
3664,Pediatric dermatology
3665,Pediatric diabetes
3666,Pediatric emergency care
3667,Pediatric endocrinology reviews : PER
3668,Pediatric exercise science
3669,Pediatric hematology and oncology
3670,"Pediatric nephrology (Berlin, Germany)"
3671,Pediatric neurology
3672,Pediatric neurosurgery
3673,Pediatric obesity
3674,Pediatric physical therapy : the official publication of the Section on Pediatrics of the American Physical Therapy Association
3675,Pediatric pulmonology
3676,Pediatric pulmonology. Supplement
3677,Pediatric radiology
3678,Pediatric research
3679,Pediatric rheumatology online journal
3680,Pediatric surgery international
3681,Pediatric transplantation
3682,Pediatrics
3683,Pediatrics and neonatology
3684,Pediatrics in review
3685,Pediatrics international : official journal of the Japan Pediatric Society
3686,Peptides
3687,Perception
3688,Perceptual and motor skills
3689,Perfusion
3690,Periodontology 2000
3691,Peritoneal dialysis international : journal of the International Society for Peritoneal Dialysis
3692,Personality & social psychology bulletin
3693,Personality and mental health
3694,"Personality and social psychology review : an official journal of the Society for Personality and Social Psychology, Inc"
3695,Personality disorders
3696,Personalized medicine
3697,Perspectives in biology and medicine
3698,Perspectives in psychiatric care
3699,Perspectives in public health
3700,Perspectives on medical education
3701,Perspectives on psychological science : a journal of the Association for Psychological Science
3702,Perspectives on sexual and reproductive health
3703,Pest management science
3704,Pesticide biochemistry and physiology
3705,Pflege
3706,Pflugers Archiv : European journal of physiology
3707,Pharmaceutical biology
3708,Pharmaceutical development and technology
3709,Pharmaceutical medicine
3710,Pharmaceutical patent analyst
3711,Pharmaceutical research
3712,Pharmaceutical statistics
3713,PharmacoEconomics
3714,Pharmacoepidemiology and drug safety
3715,Pharmacogenetics and genomics
3716,Pharmacogenomics
3717,Pharmacological reports : PR
3718,Pharmacological research
3719,Pharmacological reviews
3720,Pharmacology
3721,Pharmacology & therapeutics
3722,Pharmacology research & perspectives
3723,"Pharmacology, biochemistry, and behavior"
3724,Pharmacopsychiatry
3725,Pharmacotherapy
3726,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences"
3727,"Philosophical transactions. Series A, Mathematical, physical, and engineering sciences"
3728,"Philosophy, ethics, and humanities in medicine : PEHM"
3729,Phlebology
3730,Phonetica
3731,"Photobiomodulation, photomedicine, and laser surgery"
3732,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology
3733,Photochemistry and photobiology
3734,"Photodermatology, photoimmunology & photomedicine"
3735,Photodiagnosis and photodynamic therapy
3736,Photosynthesis research
3737,Physica medica : PM : an international journal devoted to the applications of physics to medicine and biology : official journal of the Italian Association of Biomedical Physics (AIFB)
3738,Physical & occupational therapy in pediatrics
3739,Physical biology
3740,Physical chemistry chemical physics : PCCP
3741,Physical medicine and rehabilitation clinics of North America
3742,Physical review letters
3743,Physical review. E
3744,Physical therapy
3745,Physical therapy in sport : official journal of the Association of Chartered Physiotherapists in Sports Medicine
3746,Physics in medicine and biology
3747,Physics of life reviews
3748,Physiologia plantarum
3749,Physiological and biochemical zoology : PBZ
3750,Physiological genomics
3751,Physiological measurement
3752,Physiological reports
3753,Physiological research
3754,Physiological reviews
3755,Physiology & behavior
3756,"Physiology (Bethesda, Md.)"
3757,Physiology international
3758,Physiotherapy
3759,Physiotherapy research international : the journal for researchers and clinicians in physical therapy
3760,Physiotherapy theory and practice
3761,Phytochemical analysis : PCA
3762,Phytochemistry
3763,Phytomedicine : international journal of phytotherapy and phytopharmacology
3764,Phytopathology
3765,Phytotherapy research : PTR
3766,Pigment cell & melanoma research
3767,Pituitary
3768,Placenta
3769,Plant & cell physiology
3770,"Plant biology (Stuttgart, Germany)"
3771,Plant biotechnology journal
3772,Plant cell reports
3773,Plant disease
3774,"Plant foods for human nutrition (Dordrecht, Netherlands)"
3775,Plant molecular biology
3776,Plant physiology
3777,Plant physiology and biochemistry : PPB
3778,Plant reproduction
3779,Plant science : an international journal of experimental plant biology
3780,Plant signaling & behavior
3781,"Plant, cell & environment"
3782,Planta
3783,Planta medica
3784,Plasmid
3785,Plastic and reconstructive surgery
3786,Plastic surgical nursing : official journal of the American Society of Plastic and Reconstructive Surgical Nurses
3787,Platelets
3788,PloS one
3789,"Pneumologie (Stuttgart, Germany)"
3790,Polish archives of internal medicine
3791,Polish journal of microbiology
3792,Polish journal of pathology : official journal of the Polish Society of Pathologists
3793,Polish journal of veterinary sciences
3794,Politics and the life sciences : the journal of the Association for Politics and the Life Sciences
3795,Polski przeglad chirurgiczny
3796,Population health management
3797,Population health metrics
3798,Population studies
3799,Postepy biochemii
3800,Postgraduate medical journal
3801,Postgraduate medicine
3802,Poultry science
3803,Practical radiation oncology
3804,Praxis
3805,Praxis der Kinderpsychologie und Kinderpsychiatrie
3806,Pregnancy hypertension
3807,Prehospital and disaster medicine
3808,Prehospital emergency care : official journal of the National Association of EMS Physicians and the National Association of State EMS Directors
3809,Prenatal diagnosis
3810,Preparative biochemistry & biotechnology
3811,"Presse medicale (Paris, France : 1983)"
3812,Preventing chronic disease
3813,Prevention science : the official journal of the Society for Prevention Research
3814,Preventive medicine
3815,Preventive veterinary medicine
3816,Primary care
3817,Primary care diabetes
3818,Primary health care research & development
3819,Primates; journal of primatology
3820,Prion
3821,Probiotics and antimicrobial proteins
3822,"Problemy sotsial'noi gigieny, zdravookhraneniia i istorii meditsiny"
3823,"Proceedings of the Institution of Mechanical Engineers. Part H, Journal of engineering in medicine"
3824,"Proceedings of the Japan Academy. Series B, Physical and biological sciences"
3825,Proceedings of the National Academy of Sciences of the United States of America
3826,Proceedings. Biological sciences
3827,Professional case management
3828,"Profiles of drug substances, excipients, and related methodology"
3829,Progres en urologie : journal de l'Association francaise d'urologie et de la Societe francaise d'urologie
3830,Progress in allergy
3831,Progress in biophysics and molecular biology
3832,Progress in brain research
3833,Progress in cardiovascular diseases
3834,"Progress in community health partnerships : research, education, and action"
3835,Progress in lipid research
3836,Progress in medicinal chemistry
3837,Progress in molecular and subcellular biology
3838,Progress in molecular biology and translational science
3839,Progress in neuro-psychopharmacology & biological psychiatry
3840,Progress in neurobiology
3841,Progress in neurological surgery
3842,Progress in nuclear magnetic resonance spectroscopy
3843,Progress in orthodontics
3844,Progress in retinal and eye research
3845,Progress in the chemistry of organic natural products
3846,"Progress in transplantation (Aliso Viejo, Calif.)"
3847,Progress in tumor research
3848,Prostaglandins & other lipid mediators
3849,"Prostaglandins, leukotrienes, and essential fatty acids"
3850,Prostate cancer and prostatic diseases
3851,Prosthetics and orthotics international
3852,Protein & cell
3853,Protein and peptide letters
3854,"Protein engineering, design & selection : PEDS"
3855,Protein expression and purification
3856,Protein science : a publication of the Protein Society
3857,Proteins
3858,Proteomics
3859,Proteomics. Clinical applications
3860,Protist
3861,Protoplasma
3862,Psicothema
3863,PsyCh journal
3864,Psychiatria Danubina
3865,Psychiatria polska
3866,Psychiatric genetics
3867,Psychiatric rehabilitation journal
3868,"Psychiatric services (Washington, D.C.)"
3869,Psychiatrische Praxis
3870,Psychiatry
3871,Psychiatry and clinical neurosciences
3872,Psychiatry research
3873,Psychiatry research. Neuroimaging
3874,Psycho-oncology
3875,Psychoanalytic review
3876,Psychogeriatrics : the official journal of the Japanese Psychogeriatric Society
3877,Psychological assessment
3878,Psychological bulletin
3879,Psychological medicine
3880,Psychological methods
3881,Psychological reports
3882,Psychological research
3883,Psychological review
3884,Psychological science
3885,Psychological science in the public interest : a journal of the American Psychological Society
3886,Psychological services
3887,"Psychological trauma : theory, research, practice and policy"
3888,Psychology & health
3889,Psychology and aging
3890,Psychology and psychotherapy
3891,Psychology of addictive behaviors : journal of the Society of Psychologists in Addictive Behaviors
3892,"Psychology, health & medicine"
3893,Psychometrika
3894,Psychoneuroendocrinology
3895,Psychonomic bulletin & review
3896,Psychopathology
3897,Psychopharmacology
3898,Psychopharmacology bulletin
3899,Psychophysiology
3900,Psychosomatic medicine
3901,Psychosomatics
3902,"Psychotherapie, Psychosomatik, medizinische Psychologie"
3903,"Psychotherapy (Chicago, Ill.)"
3904,Psychotherapy and psychosomatics
3905,Psychotherapy research : journal of the Society for Psychotherapy Research
3906,Public health
3907,Public health genomics
3908,"Public health nursing (Boston, Mass.)"
3909,Public health nutrition
3910,"Public health reports (Washington, D.C. : 1974)"
3911,Public health research & practice
3912,"Public understanding of science (Bristol, England)"
3913,Puerto Rico health sciences journal
3914,Pulmonary medicine
3915,Pulmonary pharmacology & therapeutics
3916,Pulmonology
3917,Purinergic signalling
3918,QJM : monthly journal of the Association of Physicians
3919,Qualitative health research
3920,Quality management in health care
3921,"Quality of life research : an international journal of quality of life aspects of treatment, care and rehabilitation"
3922,Quarterly journal of experimental psychology (2006)
3923,Quarterly reviews of biophysics
3924,"Quintessence international (Berlin, Germany : 1985)"
3925,RMD open
3926,"RNA (New York, N.Y.)"
3927,RNA biology
3928,Radiation and environmental biophysics
3929,"Radiation oncology (London, England)"
3930,Radiation protection dosimetry
3931,Radiation research
3932,"Radiographics : a review publication of the Radiological Society of North America, Inc"
3933,"Radiography (London, England : 1995)"
3934,Radiologia
3935,Radiologic clinics of North America
3936,Radiologic technology
3937,Radiological physics and technology
3938,Radiology
3939,Radiology and oncology
3940,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology
3941,Rapid communications in mass spectrometry : RCM
3942,Recent patents on anti-cancer drug discovery
3943,Recent patents on inflammation & allergy drug discovery
3944,Recent patents on nanotechnology
3945,Recent results in cancer research. Fortschritte der Krebsforschung. Progres dans les recherches sur le cancer
3946,Recherche en soins infirmiers
3947,Redox biology
3948,Redox report : communications in free radical research
3949,Regenerative medicine
3950,Regional anesthesia and pain medicine
3951,Regulatory toxicology and pharmacology : RTP
3952,Rehabilitation nursing : the official journal of the Association of Rehabilitation Nurses
3953,Rehabilitation psychology
3954,Rejuvenation research
3955,Renal failure
3956,Reports on progress in physics. Physical Society (Great Britain)
3957,"Reproduction (Cambridge, England)"
3958,Reproduction in domestic animals = Zuchthygiene
3959,"Reproduction, fertility, and development"
3960,Reproductive biology
3961,Reproductive biology and endocrinology : RB&E
3962,Reproductive biomedicine online
3963,Reproductive health
3964,"Reproductive sciences (Thousand Oaks, Calif.)"
3965,"Reproductive toxicology (Elmsford, N.Y.)"
3966,Research and theory for nursing practice
3967,Research in developmental disabilities
3968,Research in gerontological nursing
3969,Research in microbiology
3970,Research in nursing & health
3971,Research in social & administrative pharmacy : RSAP
3972,Research in sports medicine (Print)
3973,Research in veterinary science
3974,Research on aging
3975,Research quarterly for exercise and sport
3976,Research synthesis methods
3977,Respiration; international review of thoracic diseases
3978,Respiratory care
3979,Respiratory investigation
3980,Respiratory medicine
3981,Respiratory physiology & neurobiology
3982,Respiratory research
3983,"Respirology (Carlton, Vic.)"
3984,Restorative neurology and neuroscience
3985,Results and problems in cell differentiation
3986,Resuscitation
3987,"Retina (Philadelphia, Pa.)"
3988,Retrovirology
3989,Reumatismo
3990,Reumatologia clinica
3991,Reviews in cardiovascular medicine
3992,Reviews in endocrine & metabolic disorders
3993,Reviews in medical virology
3994,Reviews in the neurosciences
3995,Reviews of environmental contamination and toxicology
3996,"Reviews of physiology, biochemistry and pharmacology"
3997,Reviews on environmental health
3998,Reviews on recent clinical trials
3999,Revista Argentina de microbiologia
4000,Revista Brasileira de terapia intensiva
4001,Revista brasileira de anestesiologia
4002,Revista brasileira de enfermagem
4003,Revista brasileira de ginecologia e obstetricia : revista da Federacao Brasileira das Sociedades de Ginecologia e Obstetricia
4004,Revista brasileira de parasitologia veterinaria = Brazilian journal of veterinary parasitology : Orgao Oficial do Colegio Brasileiro de Parasitologia Veterinaria
4005,"Revista brasileira de psiquiatria (Sao Paulo, Brazil : 1999)"
4006,Revista chilena de infectologia : organo oficial de la Sociedad Chilena de Infectologia
4007,Revista chilena de pediatria
4008,Revista clinica espanola
4009,Revista da Associacao Medica Brasileira (1992)
4010,Revista da Escola de Enfermagem da U S P
4011,Revista da Sociedade Brasileira de Medicina Tropical
4012,Revista de gastroenterologia de Mexico
4013,Revista de investigacion clinica; organo del Hospital de Enfermedades de la Nutricion
4014,Revista de neurologia
4015,Revista de psiquiatria y salud mental
4016,Revista de saude publica
4017,Revista do Instituto de Medicina Tropical de Sao Paulo
4018,Revista espanola de anestesiologia y reanimacion
4019,Revista espanola de cardiologia (English ed.)
4020,Revista espanola de enfermedades digestivas : organo oficial de la Sociedad Espanola de Patologia Digestiva
4021,Revista espanola de medicina nuclear e imagen molecular
4022,Revista espanola de quimioterapia : publicacion oficial de la Sociedad Espanola de Quimioterapia
4023,Revista espanola de salud publica
4024,Revista iberoamericana de micologia
4025,Revista internacional de andrologia
4026,Revista latino-americana de enfermagem
4027,Revista medica de Chile
4028,Revista portuguesa de cardiologia : orgao oficial da Sociedade Portuguesa de Cardiologia = Portuguese journal of cardiology : an official journal of the Portuguese Society of Cardiology
4029,Revue d'epidemiologie et de sante publique
4030,Revue de synthese
4031,Revue des maladies respiratoires
4032,Revue medicale de Liege
4033,Revue neurologique
4034,Revue scientifique et technique (International Office of Epizootics)
4035,Rheumatic diseases clinics of North America
4036,"Rheumatology (Oxford, England)"
4037,Rheumatology international
4038,Rhinology
4039,Rhode Island medical journal
4040,Risk analysis : an official publication of the Society for Risk Analysis
4041,Rivista di biologia
4042,Rivista di psichiatria
4043,RoFo : Fortschritte auf dem Gebiete der Rontgenstrahlen und der Nuklearmedizin
4044,Romanian journal of internal medicine = Revue roumaine de medecine interne
4045,Romanian journal of morphology and embryology = Revue roumaine de morphologie et embryologie
4046,Rural and remote health
4047,SAHARA J : journal of Social Aspects of HIV/AIDS Research Alliance
4048,SAR and QSAR in environmental research
4049,SLAS discovery : advancing life sciences R & D
4050,SLAS technology
4051,Salud colectiva
4052,Salud publica de Mexico
4053,Sante mentale au Quebec
4054,"Sante publique (Vandoeuvre-les-Nancy, France)"
4055,Sao Paulo medical journal = Revista paulista de medicina
4056,Saudi journal of gastroenterology : official journal of the Saudi Gastroenterology Association
4057,"Saudi journal of kidney diseases and transplantation : an official publication of the Saudi Center for Organ Transplantation, Saudi Arabia"
4058,Saudi medical journal
4059,Scandinavian cardiovascular journal : SCJ
4060,Scandinavian cardiovascular journal. Supplement
4061,Scandinavian journal of caring sciences
4062,Scandinavian journal of clinical and laboratory investigation
4063,Scandinavian journal of clinical and laboratory investigation. Supplementum
4064,Scandinavian journal of gastroenterology
4065,Scandinavian journal of gastroenterology. Supplement
4066,Scandinavian journal of immunology
4067,Scandinavian journal of medicine & science in sports
4068,Scandinavian journal of occupational therapy
4069,Scandinavian journal of pain
4070,Scandinavian journal of primary health care
4071,Scandinavian journal of psychology
4072,Scandinavian journal of public health
4073,Scandinavian journal of rheumatology
4074,Scandinavian journal of rheumatology. Supplement
4075,Scandinavian journal of surgery : SJS : official organ for the Finnish Surgical Society and the Scandinavian Surgical Society
4076,"Scandinavian journal of trauma, resuscitation and emergency medicine"
4077,Scandinavian journal of urology
4078,"Scandinavian journal of work, environment & health"
4079,Scanning
4080,Schizophrenia bulletin
4081,Schizophrenia research
4082,"Schmerz (Berlin, Germany)"
4083,"School psychology (Washington, D.C.)"
4084,Schweizer Archiv fur Tierheilkunde
4085,Schweizerische medizinische Wochenschrift
4086,Science & justice : journal of the Forensic Science Society
4087,"Science (New York, N.Y.)"
4088,Science China. Life sciences
4089,Science advances
4090,Science and engineering ethics
4091,Science immunology
4092,Science in context
4093,Science progress
4094,Science robotics
4095,Science signaling
4096,Science translational medicine
4097,Scientific American
4098,Scientific data
4099,Scientific reports
4100,Scottish medical journal
4101,Se pu = Chinese journal of chromatography
4102,Seizure
4103,Seminars in arthritis and rheumatism
4104,Seminars in cancer biology
4105,Seminars in cardiothoracic and vascular anesthesia
4106,Seminars in cell & developmental biology
4107,Seminars in diagnostic pathology
4108,Seminars in dialysis
4109,Seminars in fetal & neonatal medicine
4110,Seminars in hematology
4111,Seminars in immunology
4112,Seminars in immunopathology
4113,Seminars in liver disease
4114,Seminars in musculoskeletal radiology
4115,Seminars in nephrology
4116,Seminars in neurology
4117,Seminars in nuclear medicine
4118,Seminars in oncology
4119,Seminars in oncology nursing
4120,Seminars in ophthalmology
4121,Seminars in pediatric neurology
4122,Seminars in pediatric surgery
4123,Seminars in perinatology
4124,Seminars in radiation oncology
4125,Seminars in reproductive medicine
4126,Seminars in respiratory and critical care medicine
4127,Seminars in roentgenology
4128,Seminars in speech and language
4129,Seminars in thoracic and cardiovascular surgery
4130,Seminars in thrombosis and hemostasis
4131,"Seminars in ultrasound, CT, and MR"
4132,Seminars in vascular surgery
4133,"Sensors (Basel, Switzerland)"
4134,Sexual & reproductive healthcare : official journal of the Swedish Association of Midwives
4135,Sexual abuse : a journal of research and treatment
4136,"Sexual development : genetics, molecular biology, evolution, endocrinology, embryology, and pathology of sex determination and differentiation"
4137,Sexual health
4138,Sexual medicine reviews
4139,Sexually transmitted diseases
4140,Sexually transmitted infections
4141,Sheng li xue bao : [Acta physiologica Sinica]
4142,Sheng wu gong cheng xue bao = Chinese journal of biotechnology
4143,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi
4144,"Shock (Augusta, Ga.)"
4145,Shokuhin eiseigaku zasshi. Journal of the Food Hygienic Society of Japan
4146,Signal transduction and targeted therapy
4147,Simulation in healthcare : journal of the Society for Simulation in Healthcare
4148,Singapore medical journal
4149,Skeletal muscle
4150,Skeletal radiology
4151,Skin pharmacology and physiology
4152,Skin research and technology : official journal of International Society for Bioengineering and the Skin (ISBS) [and] International Society for Digital Imaging of Skin (ISDIS) [and] International Society for Skin Imaging (ISSI)
4153,Sleep
4154,Sleep & breathing = Schlaf & Atmung
4155,Sleep health
4156,Sleep medicine
4157,Sleep medicine clinics
4158,Sleep medicine reviews
4159,"Small (Weinheim an der Bergstrasse, Germany)"
4160,Small GTPases
4161,Social cognitive and affective neuroscience
4162,Social neuroscience
4163,Social psychiatry and psychiatric epidemiology
4164,Social science & medicine (1982)
4165,Social science research
4166,Social studies of science
4167,Social work
4168,Social work in health care
4169,Social work in public health
4170,Sociology of health & illness
4171,Soft matter
4172,Soft robotics
4173,"Soins. Pediatrie, puericulture"
4174,Soins; la revue de reference infirmiere
4175,Solid state nuclear magnetic resonance
4176,Somatosensory & motor research
4177,South African family practice : official journal of the South African Academy of Family Practice/Primary Care
4178,South African journal of surgery. Suid-Afrikaanse tydskrif vir chirurgie
4179,South African medical journal = Suid-Afrikaanse tydskrif vir geneeskunde
4180,Southern medical journal
4181,Spatial and spatio-temporal epidemiology
4182,"Special care in dentistry : official publication of the American Association of Hospital Dentists, the Academy of Dentistry for the Handicapped, and the American Society for Geriatric Dentistry"
4183,"Spectrochimica acta. Part A, Molecular and biomolecular spectroscopy"
4184,Spinal cord
4185,Spine
4186,Sports biomechanics
4187,Sports health
4188,"Sports medicine (Auckland, N.Z.)"
4189,Sports medicine and arthroscopy review
4190,Sportverletzung Sportschaden : Organ der Gesellschaft fur Orthopadisch-Traumatologische Sportmedizin
4191,Stapp car crash journal
4192,Statistical applications in genetics and molecular biology
4193,Statistical methods in medical research
4194,Statistics in medicine
4195,Stem cell reports
4196,Stem cell research
4197,Stem cell research & therapy
4198,Stem cell reviews and reports
4199,"Stem cells (Dayton, Ohio)"
4200,Stem cells and development
4201,Stem cells translational medicine
4202,Stereotactic and functional neurosurgery
4203,Steroids
4204,Strabismus
4205,Strahlentherapie und Onkologie : Organ der Deutschen Rontgengesellschaft ... [et al]
4206,"Stress (Amsterdam, Netherlands)"
4207,Stress and health : journal of the International Society for the Investigation of Stress
4208,Stroke
4209,Stroke and vascular neurology
4210,"Structure (London, England : 1993)"
4211,Studies in family planning
4212,Studies in health technology and informatics
4213,Studies in history and philosophy of biological and biomedical sciences
4214,Studies in history and philosophy of science
4215,Sub-cellular biochemistry
4216,Substance abuse
4217,"Substance abuse treatment, prevention, and policy"
4218,Substance use & misuse
4219,Suicide & life-threatening behavior
4220,Supportive care in cancer : official journal of the Multinational Association of Supportive Care in Cancer
4221,Surgery
4222,Surgery for obesity and related diseases : official journal of the American Society for Bariatric Surgery
4223,Surgery today
4224,Surgical and radiologic anatomy : SRA
4225,Surgical endoscopy
4226,Surgical infections
4227,Surgical innovation
4228,"Surgical laparoscopy, endoscopy & percutaneous techniques"
4229,Surgical oncology
4230,Surgical oncology clinics of North America
4231,Surgical technology international
4232,Survey of ophthalmology
4233,Swiss medical weekly
4234,"Synapse (New York, N.Y.)"
4235,Systematic and applied microbiology
4236,Systematic biology
4237,Systematic parasitology
4238,Systematic reviews
4239,Systems biology in reproductive medicine
4240,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik
4241,Taiwanese journal of obstetrics & gynecology
4242,Talanta
4243,Targeted oncology
4244,Teaching and learning in medicine
4245,Techniques in coloproctology
4246,Techniques in hand & upper extremity surgery
4247,Techniques in vascular and interventional radiology
4248,Technology and culture
4249,Technology and health care : official journal of the European Society for Engineering and Medicine
4250,Technology in cancer research & treatment
4251,Telemedicine journal and e-health : the official journal of the American Telemedicine Association
4252,Terapevticheskii arkhiv
4253,Texas Heart Institute journal
4254,Texas medicine
4255,The AAPS journal
4256,The Alkaloids. Chemistry and biology
4257,The American Journal of dermatopathology
4258,The American journal of Chinese medicine
4259,The American journal of bioethics : AJOB
4260,The American journal of cardiology
4261,The American journal of case reports
4262,The American journal of clinical hypnosis
4263,The American journal of clinical nutrition
4264,The American journal of drug and alcohol abuse
4265,The American journal of emergency medicine
4266,The American journal of forensic medicine and pathology
4267,The American journal of gastroenterology
4268,The American journal of geriatric psychiatry : official journal of the American Association for Geriatric Psychiatry
4269,The American journal of hospice & palliative care
4270,The American journal of managed care
4271,The American journal of medicine
4272,The American journal of nursing
4273,The American journal of occupational therapy : official publication of the American Occupational Therapy Association
4274,The American journal of orthopsychiatry
4275,The American journal of pathology
4276,The American journal of psychiatry
4277,The American journal of sports medicine
4278,The American journal of surgical pathology
4279,The American journal of the medical sciences
4280,The American journal of tropical medicine and hygiene
4281,The American journal on addictions
4282,The American naturalist
4283,The American psychologist
4284,The American surgeon
4285,The Analyst
4286,The Angle orthodontist
4287,"The Annals of otology, rhinology, and laryngology"
4288,The Annals of pharmacotherapy
4289,The Annals of thoracic surgery
4290,The Australasian journal of dermatology
4291,The Australian & New Zealand journal of obstetrics & gynaecology
4292,The Australian and New Zealand journal of psychiatry
4293,The Australian journal of rural health
4294,The Behavioral and brain sciences
4295,The Biochemical journal
4296,The Biological bulletin
4297,The Brazilian journal of infectious diseases : an official publication of the Brazilian Society of Infectious Diseases
4298,The British journal of clinical psychology
4299,The British journal of dermatology
4300,The British journal of developmental psychology
4301,The British journal of educational psychology
4302,The British journal of general practice : the journal of the Royal College of General Practitioners
4303,The British journal of mathematical and statistical psychology
4304,The British journal of nutrition
4305,The British journal of ophthalmology
4306,The British journal of oral & maxillofacial surgery
4307,The British journal of psychiatry : the journal of mental science
4308,The British journal of psychiatry. Supplement
4309,The British journal of radiology
4310,The British journal of social psychology
4311,The British journal of sociology
4312,The British journal of surgery
4313,The Bulletin of Tokyo Dental College
4314,The CRISPR journal
4315,The Canadian journal of cardiology
4316,The Canadian journal of neurological sciences. Le journal canadien des sciences neurologiques
4317,The Canadian journal of nursing research = Revue canadienne de recherche en sciences infirmieres
4318,The Canadian journal of urology
4319,The Canadian veterinary journal = La revue veterinaire canadienne
4320,The Ceylon medical journal
4321,The Chinese journal of dental research : the official journal of the Scientific Section of the Chinese Stomatological Association (CSA)
4322,The Chinese journal of physiology
4323,The Cleft palate-craniofacial journal : official publication of the American Cleft Palate-Craniofacial Association
4324,The Clinical journal of pain
4325,The Clinical neuropsychologist
4326,The Cochrane database of systematic reviews
4327,The Diabetes educator
4328,The EMBO journal
4329,The Enzymes
4330,The European journal of contraception & reproductive health care : the official journal of the European Society of Contraception
4331,The European journal of general practice
4332,The European journal of health economics : HEPAC : health economics in prevention and care
4333,The European journal of neuroscience
4334,The European journal of prosthodontics and restorative dentistry
4335,"The European physical journal. E, Soft matter"
4336,The European respiratory journal
4337,The FEBS journal
4338,The Gerontologist
4339,The Hastings Center report
4340,The ISME journal
4341,The Indian journal of medical research
4342,The International journal of artificial organs
4343,The International journal of biological markers
4344,The International journal of clinical and experimental hypnosis
4345,The International journal of developmental biology
4346,The International journal of eating disorders
4347,The International journal of health planning and management
4348,The International journal of neuroscience
4349,The International journal of oral & maxillofacial implants
4350,The International journal of periodontics & restorative dentistry
4351,The International journal of pharmacy practice
4352,The International journal of prosthodontics
4353,The International journal of psycho-analysis
4354,The International journal of risk & safety in medicine
4355,The International journal of social psychiatry
4356,The International journal on drug policy
4357,The Israel Medical Association journal : IMAJ
4358,The Journal of adolescent health : official publication of the Society for Adolescent Medicine
4359,The Journal of allergy and clinical immunology
4360,The Journal of ambulatory care management
4361,The Journal of analytical psychology
4362,The Journal of animal ecology
4363,The Journal of antibiotics
4364,The Journal of antimicrobial chemotherapy
4365,The Journal of applied psychology
4366,The Journal of arthroplasty
4367,The Journal of asthma : official journal of the Association for the Care of Asthma
4368,The Journal of biological chemistry
4369,The Journal of bone and joint surgery. American volume
4370,The Journal of cardiovascular nursing
4371,The Journal of cardiovascular surgery
4372,The Journal of cell biology
4373,The Journal of chemical physics
4374,The Journal of clinical dentistry
4375,The Journal of clinical endocrinology and metabolism
4376,The Journal of clinical ethics
4377,The Journal of clinical investigation
4378,The Journal of clinical pediatric dentistry
4379,The Journal of clinical psychiatry
4380,The Journal of comparative neurology
4381,The Journal of continuing education in the health professions
